# input | exact output: flags, degree, periodic, complete homogeneous controls and knots
constant_periodic_d25_remove_origin P 25 28 29 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1 10 1 11 1 12 1 13 1 14 1 15 1 16 1 17 1 18 1 19 1 20 1 21 1 22 1 23 1 24 1 25 1 26 1 27 1 28 1 R 0 0 | constant_periodic_d25_remove_origin R 1 1 25 1 27 28 1 29 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1 10 1 11 1 12 1 13 1 14 1 15 1 16 1 17 1 18 1 19 1 20 1 21 1 22 1 23 1 24 1 25 1 26 1 27 1 29 1
constant_periodic_d25_remove_end_alias P 25 28 29 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1 10 1 11 1 12 1 13 1 14 1 15 1 16 1 17 1 18 1 19 1 20 1 21 1 22 1 23 1 24 1 25 1 26 1 27 1 28 1 R 28 0 | constant_periodic_d25_remove_end_alias R 1 1 25 1 27 28 1 29 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1 10 1 11 1 12 1 13 1 14 1 15 1 16 1 17 1 18 1 19 1 20 1 21 1 22 1 23 1 24 1 25 1 26 1 27 1 29 1
nonconstant_redundant_seam_remove_origin P 2 5 6 1 1.5 0.75 0 1 1.75 1.5 0.5 1 1 3 2 1 -1 1 1 1 0 0 0 1 0.5 1 1 1 2 1 3 1 4 1 4.5 1 R 0.5 0 | nonconstant_redundant_seam_remove_origin R 1 1 2 1 4 5 1 5 2 1 0 1 1 3 2 1 -1 1 1 1 0 0 0 1 1 1 2 1 3 1 4 1 5 1
nonconstant_redundant_seam_remove_end_alias P 2 5 6 1 1.5 0.75 0 1 1.75 1.5 0.5 1 1 3 2 1 -1 1 1 1 0 0 0 1 0.5 1 1 1 2 1 3 1 4 1 4.5 1 R 4.5 0 | nonconstant_redundant_seam_remove_end_alias R 1 1 2 1 4 5 1 5 2 1 0 1 1 3 2 1 -1 1 1 1 0 0 0 1 1 1 2 1 3 1 4 1 5 1
huge_domain_insert S 1 2 2 1 -1.7976931348623157e+308 0 0 1 1.7976931348623157e+308 0 0 1 -1.7976931348623157e+308 2 1.7976931348623157e+308 2 I 0 1 | huge_domain_insert R 1 1 1 0 3 3 -179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 -179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 0 0 1 0 0 0 1 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 0 0 1 -179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 2 0 1 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 2
huge_domain_roundtrip S 1 2 2 2 -1.7976931348623157e+308 0 0 1 1.7976931348623157e+308 0 0 1 -1.7976931348623157e+308 2 1.7976931348623157e+308 2 I 0 1 R 0 0 | huge_domain_roundtrip R 2 1 1 1 0 2 2 -179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 -179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 0 0 1 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 0 0 1 -179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 2 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 2
tiny_domain_insert S 2 3 2 1 0 0 0 1 1 2 3 3 4 0 1 2 0 3 1.9762625833649862e-323 3 I 4.9406564584124654e-324 2 | tiny_domain_insert R 1 1 2 0 5 3 0 1/50600563326827654588123836679729326762389162441035529589225339506857584891998836722990095925359281123796769466079202977847452184346448369216753349985184627480379356069141590341116726935523304085309941919618186267140501870856173174654525838912289889085202514128089692388083353653807625633046581877161501565826926935273373696 0 0 0 1 3/4 3/2 9/4 3/2 13/8 9/4 7/2 29/16 17/4 9/2 29/4 11/4 8 0 2 2 0 3 1/202402253307310618352495346718917307049556649764142118356901358027430339567995346891960383701437124495187077864316811911389808737385793476867013399940738509921517424276566361364466907742093216341239767678472745068562007483424692698618103355649159556340810056512358769552333414615230502532186327508646006263307707741093494784 2 1/50600563326827654588123836679729326762389162441035529589225339506857584891998836722990095925359281123796769466079202977847452184346448369216753349985184627480379356069141590341116726935523304085309941919618186267140501870856173174654525838912289889085202514128089692388083353653807625633046581877161501565826926935273373696 3
tiny_domain_roundtrip S 2 3 2 2 0 0 0 1 1 2 3 3 4 0 1 2 0 3 1.9762625833649862e-323 3 I 4.9406564584124654e-324 2 R 4.9406564584124654e-324 0 | tiny_domain_roundtrip R 2 1 1 2 0 3 2 0 1/50600563326827654588123836679729326762389162441035529589225339506857584891998836722990095925359281123796769466079202977847452184346448369216753349985184627480379356069141590341116726935523304085309941919618186267140501870856173174654525838912289889085202514128089692388083353653807625633046581877161501565826926935273373696 0 0 0 1 3 6 9 3 8 0 2 2 0 3 1/50600563326827654588123836679729326762389162441035529589225339506857584891998836722990095925359281123796769466079202977847452184346448369216753349985184627480379356069141590341116726935523304085309941919618186267140501870856173174654525838912289889085202514128089692388083353653807625633046581877161501565826926935273373696 3
huge_homogeneous_insert S 2 3 2 1 1.7976931348623157e+308 0 0 4.9406564584124654e-324 0 -1.7976931348623157e+308 1 1.7976931348623157e+308 -1.7976931348623157e+308 0 1.7976931348623157e+308 1 0 3 1 3 I 0.25 2 | huge_homogeneous_insert R 1 1 2 0 5 3 0 1 9007199254740991/10141204801825835211973625643008 0 0 1/202402253307310618352495346718917307049556649764142118356901358027430339567995346891960383701437124495187077864316811911389808737385793476867013399940738509921517424276566361364466907742093216341239767678472745068562007483424692698618103355649159556340810056512358769552333414615230502532186327508646006263307707741093494784 27021597764222973/40564819207303340847894502572032 -8079251517827750031224507806144893460772677918455509355128971619573205998748284668620490626557698264563056359269844380227847609080725585328660309022499088841199172988649268463327948259136492823142411346225533403949762003173630852691705758296609019596570995154714102353681813790216235352044946418277267691063851409428060981526546956904920275941495209923198169641650436115366516040250706151170455413862223342141242996988007734009404642142600695246299691467841728073568494686000216950879461127990165942627928599122958372444299009844653647502337575460852274431966707414812657595273163798395727099023488985651259014905856 44942328371557892703631855932926089199517641881461249149729369200789315195007134690147389658191719542885114738378595616058580331722366045692116886675884379246512477644137820519061372522597332236018967127113783485576145809225805737041452139833030837068699456551036180792184544295229824970312601006546031214592 36385714125121573300846800698456749842842774431060269030973563199251835202763131874220510446199752578146168959525535975504123660741259730559491535919078220069839241298744801305292878640835527930863994674357611588999020693594474762898847930291552594690170203187215045688094955660773922576137969830342611860225019935582199601121469249223149872466121371567155862303084330314602566069416432551333006194774477514260351201969859368060220131234488198148976536169638305696900504838830719760875514246216508976803882728582677352177004129288847854463084006372981390756344519549931097743963603971632334891836831978686870043355177324550146752515/809609013229242473409981386875669228198226599056568473427605432109721358271981387567841534805748497980748311457267247645559234949543173907468053599762954039686069697106265445457867630968372865364959070713890980274248029933698770794472413422596638225363240226049435078209333658460922010128745310034584025053230830964373979136 -1823077425147505482451312198408737195205052851054278195879643050199656160279918005547565226761958843160265770646727469481686578137616646681158865847371388677009651111697145137495637938196086541061996839338584617932723090498544139927322573843339733665205741699586348935477284683090929968675108065426703265171903625565081992948413507636822025/162259276829213363391578010288128 -12118877276741625046836761709217340191159016877683264032693457429359808998122427002930735939836547396844584538904766570341771413621088377992990463533748633261798759482973902694991922388704739234713617019338300105924643004760446279037558637444913529394856492732071153530522720685324353028067419627415901536595777114142091472289820435357380413912242814884797254462475654173049774060376059226755683120793335013211864495482011601014106963213901042869449537201762592110352742029000325426319191691985248913941892898684437558666448514766980471253506363191278411647950061122218986392909745697593590648535233478476888522358784 78649074650226312231355747882620656099155873292557186012026396101381301591262485707757931901835509200048950792162542328102515580514140579961204551682797663681396835877241185908357401914545331413033192472449121099758255166145160039822541244707803964870224048964313316386322952516652193698047051761455554625536 218314284750729439805080804190740499057056646586361614185841379195511011216578791245323062677198515468877013757153215853024741964447558383356949215514469320419035447792468807831757271845013167585183968046145669533994124161566848577393087581749315568141021219123290274128569733964643535456827818982055671161350322015746504917347167990685618152103777786052699315936862883245642826756066590654889997552348302210057294289683473020272710596144314982370726230417770572691324546457260884926617552385041147077164536139174536858130586783216511819477122141593537504094407927356098945233333957244409239853553178199629866266394371655041974009865/3238436052916969893639925547502676912792906396226273893710421728438885433087925550271366139222993991922993245829068990582236939798172695629872214399051816158744278788425061781831470523873491461459836282855563921096992119734795083177889653690386552901452960904197740312837334633843688040514981240138336100212923323857495916544 -44942328371557892703631855932926089199517641881461249149729369200789315195007134690147389658191719542885114738378595616058580331722366045692116886675884379246512477644137820519061372522597332236018967127113783485576145809225805737041452139833030837068699456551036180792184544295229824970312601006546031214592 -24237754553483250093673523418434680382318033755366528065386914858719617996244854005861471879673094793689169077809533140683542827242176755985980927067497266523597518965947805389983844777409478469427234038676600211849286009520892558075117274889827058789712985464142307061045441370648706056134839254831803073191554228284182944579640870714760827824485629769594508924951308346099548120752118453511366241586670026423728990964023202028213926427802085738899074403525184220705484058000650852638383383970497827883785797368875117332897029533960942507012726382556823295900122244437972785819491395187181297070466956953777044717568 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 539307940458694712443582271195113070394211702577534989796752430409471782340085616281768675898300634514621376860543147392702963980668392548305402640110612550958149731729653846228736470271167986832227605525365401826913749710709668844497425677996370044824393478612434169506214531542757899643751212078552374575105/4 -179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 0 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 1 0 3 1/4 2 1 3
huge_homogeneous_roundtrip S 2 3 2 2 1.7976931348623157e+308 0 0 4.9406564584124654e-324 0 -1.7976931348623157e+308 1 1.7976931348623157e+308 -1.7976931348623157e+308 0 1.7976931348623157e+308 1 0 3 1 3 I 0.25 2 R 0.25 0 | huge_homogeneous_roundtrip R 2 1 1 2 0 3 2 0 1 9007199254740991/10141204801825835211973625643008 0 0 1/202402253307310618352495346718917307049556649764142118356901358027430339567995346891960383701437124495187077864316811911389808737385793476867013399940738509921517424276566361364466907742093216341239767678472745068562007483424692698618103355649159556340810056512358769552333414615230502532186327508646006263307707741093494784 0 -32317006071311000124898031224579573843090711673822037420515886478292823994993138674481962506230793058252225437079377520911390436322902341314641236089996355364796691954597073853311793036545971292569645384902133615799048012694523410766823033186436078386283980618856409414727255160864941408179785673109070764255405637712243926106187827619681103765980839692792678566601744461466064161002824604681821655448893368564971987952030936037618568570402780985198765871366912294273978744000867803517844511960663770511714396491833489777196039378614590009350301843409097727866829659250630381092655193582908396093955942605036059623424 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 -179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 0 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368 1 0 3 1 3
adjacent_cut_insert S 2 3 2 1 0 0 0 1 1 2 3 3 4 0 1 2 1 3 2 3 I 1.0000000000000002 2 | adjacent_cut_insert R 1 1 2 0 5 3 1 2 0 0 0 1 3/4503599627370496 3/2251799813685248 9/4503599627370496 2251799813685249/2251799813685248 13510798882111489/10141204801825835211973625643008 13510798882111485/5070602400912917605986812821504 5066549580791807/1267650600228229401496703205376 20282409603651688438345760767997/20282409603651670423947251286016 13510798882111493/4503599627370496 13510798882111485/2251799813685248 40532396646334457/4503599627370496 13510798882111487/4503599627370496 8 0 2 2 1 3 4503599627370497/4503599627370496 2 2 3
adjacent_cut_roundtrip S 2 3 2 2 0 0 0 1 1 2 3 3 4 0 1 2 1 3 2 3 I 1.0000000000000002 2 R 1.0000000000000002 0 | adjacent_cut_roundtrip R 2 1 1 2 0 3 2 1 2 0 0 0 1 3 6 9 3 8 0 2 2 1 3 2 3
random_0_sequence P 1 3 4 4 -1.7516230804060213e-46 1.313717310304516e-46 1.313717310304516e-46 0.0234375 -2.627434620609032e-46 -1.313717310304516e-46 -3.0653403907105373e-46 0.046875 -3.0653403907105373e-46 1.7516230804060213e-46 2.627434620609032e-46 0.000244140625 -1 1 0.25 1 2 1 3 1 I -0.5 1 I 1 1 R -0.5 0 R 1 0 | random_0_sequence R 4 1 1 1 1 1 1 3 4 -1 3 -3/730750818665451459101842416358141509827966271488 9/2923003274661805836407369665432566039311865085952 9/2923003274661805836407369665432566039311865085952 3/128 -9/730750818665451459101842416358141509827966271488 -9/1461501637330902918203684832716283019655932542976 -21/1461501637330902918203684832716283019655932542976 3/64 -7/93536104789177786765035829293842113257979682750464 1/23384026197294446691258957323460528314494920687616 3/46768052394588893382517914646921056628989841375232 1/4096 -1 1 1/4 1 2 1 3 1
random_1_sequence S 2 5 3 4 3.6185027886661311e+75 -2.1711016731996787e+76 0 2048 -2.1711016731996787e+76 -1.0855508365998393e+76 -1.0855508365998393e+76 512 2.8948022309329049e+76 2.8948022309329049e+76 3.6185027886661311e+75 0.0625 7.2370055773322622e+75 0 -2.8948022309329049e+76 0.0009765625 -2.8948022309329049e+76 -7.2370055773322622e+75 2.1711016731996787e+76 0.001220703125 -1 3 0.25 2 3 3 I -0.5 2 I 1 1 R -0.5 0 R 1 0 | random_1_sequence R 4 1 1 1 1 2 0 5 3 -1 3 7410693711188236507108543040556026102609279018600996098525285376506440296955904 -44464162267129419042651258243336156615655674111605976591151712259038641781735424 0 2048 -11116040566782354760662814560834039153913918527901494147787928064759660445433856 -5558020283391177380331407280417019576956959263950747073893964032379830222716928 -5558020283391177380331407280417019576956959263950747073893964032379830222716928 512 1809251394333065553493296640760748560207343510400633813116524750123642650624 1809251394333065553493296640760748560207343510400633813116524750123642650624 226156424291633194186662080095093570025917938800079226639565593765455331328 1/16 7067388259113537318333190002971674063309935587502475832486424805170479104 0 -28269553036454149273332760011886696253239742350009903329945699220681916416 1/1024 -35336941295567686591665950014858370316549677937512379162432124025852395520 -8834235323891921647916487503714592579137419484378094790608031006463098880 26502705971675764943749462511143777737412258453134284371824093019389296640 5/4096 -1 3 1/4 2 3 3
random_2_sequence S 3 6 3 4 2.541098841762901e-21 -1.6940658945086007e-21 0 0.02734375 -1.6940658945086007e-21 -2.9646153153900512e-21 -8.4703294725430034e-22 7340032 -4.2351647362715017e-22 -4.2351647362715017e-22 -1.2705494208814505e-21 16384 2.541098841762901e-21 2.9646153153900512e-21 -2.541098841762901e-21 0.0001220703125 0 1.6940658945086007e-21 3.3881317890172014e-21 6144 -4.2351647362715017e-22 -4.2351647362715017e-22 4.2351647362715017e-22 98304 -1 4 0.25 2 3 4 I -0.5 3 I 1 1 R -0.5 0 R 1 0 | random_2_sequence R 4 1 1 1 1 3 0 6 3 -1 3 21/302231454903657293676544 -7/151115727451828646838272 0 7/256 -7/562949953421312 -49/2251799813685248 -7/1125899906842624 7340032 -1/144115188075855872 -1/144115188075855872 -3/144115188075855872 16384 3/9671406556917033397649408 7/19342813113834066795298816 -3/9671406556917033397649408 1/8192 0 3/288230376151711744 3/144115188075855872 6144 -3/72057594037927936 -3/72057594037927936 3/72057594037927936 98304 -1 4 1/4 2 3 4
random_3_sequence P 4 9 4 4 0 5.6597994242666952e-73 1.131959884853339e-72 0.046875 1.131959884853339e-72 1.131959884853339e-72 2.8298997121333476e-73 896 -8.4896991364000428e-73 0 -7.074749280333369e-73 524288 2.8298997121333476e-73 7.074749280333369e-73 -5.6597994242666952e-73 3 -9.9046489924667167e-73 -5.6597994242666952e-73 4.2448495682000214e-73 1 -9.9046489924667167e-73 -8.4896991364000428e-73 -7.074749280333369e-73 1.52587890625e-05 -5.6597994242666952e-73 2.8298997121333476e-73 9.9046489924667167e-73 0.0001220703125 8.4896991364000428e-73 0 8.4896991364000428e-73 0.005859375 0 4.2448495682000214e-73 -8.4896991364000428e-73 28 -1 4 0.25 4 2 1 3 4 I -0.5 4 I 1 1 R -0.5 0 R 1 0 | random_3_sequence R 4 1 1 1 1 4 1 9 4 -1 3 0 3/113078212145816597093331040047546785012958969400039613319782796882727665664 3/56539106072908298546665520023773392506479484700019806659891398441363832832 3/64 7/6901746346790563787434755862277025452451108972170386555162524223799296 7/6901746346790563787434755862277025452451108972170386555162524223799296 7/27606985387162255149739023449108101809804435888681546220650096895197184 896 -3/6739986666787659948666753771754907668409286105635143120275902562304 0 -5/13479973333575319897333507543509815336818572211270286240551805124608 524288 3/3533694129556768659166595001485837031654967793751237916243212402585239552 15/7067388259113537318333190002971674063309935587502475832486424805170479104 -3/1766847064778384329583297500742918515827483896875618958121606201292619776 3 -7/7067388259113537318333190002971674063309935587502475832486424805170479104 -1/1766847064778384329583297500742918515827483896875618958121606201292619776 3/7067388259113537318333190002971674063309935587502475832486424805170479104 1 -7/463168356949264781694283940034751631413079938662562256157830336031652518559744 -3/231584178474632390847141970017375815706539969331281128078915168015826259279872 -5/463168356949264781694283940034751631413079938662562256157830336031652518559744 1/65536 -1/14474011154664524427946373126085988481658748083205070504932198000989141204992 1/28948022309329048855892746252171976963317496166410141009864396001978282409984 7/57896044618658097711785492504343953926634992332820282019728792003956564819968 1/8192 9/1809251394333065553493296640760748560207343510400633813116524750123642650624 0 9/1809251394333065553493296640760748560207343510400633813116524750123642650624 3/512 0 21/1766847064778384329583297500742918515827483896875618958121606201292619776 -21/883423532389192164791648750371459257913741948437809479060803100646309888 28 -1 4 1/4 4 2 1 3 4
random_4_sequence S 5 7 3 4 -0.001708984375 0 -0.00146484375 512 -0.001953125 -0.000244140625 0.001220703125 0.0009765625 0 -0.00048828125 -0.00048828125 6.103515625e-05 0.0009765625 0.000244140625 0 3072 -0.0009765625 -0.00146484375 -0.001953125 8192 0.001220703125 -0.001220703125 -0.0009765625 6.67572021484375e-06 -0.001953125 0.000244140625 0.00146484375 112 -1 6 0.25 1 3 6 I -0.5 5 I 1 1 R -0.5 0 R 1 0 | random_4_sequence R 4 1 1 1 1 5 0 7 3 -1 3 -7/8 0 -3/4 512 -1/524288 -1/4194304 5/4194304 1/1024 0 -1/33554432 -1/33554432 1/16384 3 3/4 0 3072 -8 -12 -16 8192 35/4294967296 -35/4294967296 -7/1073741824 7/1048576 -7/32 7/256 21/128 112 -1 6 1/4 1 3 6
random_5_sequence S 6 9 3 4 6.7046679912882638e+53 6.7046679912882638e+53 9.5780971304118054e+52 0.00018310546875 -7.6624777043294443e+53 -4.7890485652059027e+53 -4.7890485652059027e+53 1024 1.9156194260823611e+53 1.9156194260823611e+53 0 1.33514404296875e-05 -9.5780971304118054e+52 0 1.9156194260823611e+53 16 -2.8734291391235416e+53 -5.7468582782470832e+53 -4.7890485652059027e+53 1.9073486328125e-06 9.5780971304118054e+52 -7.6624777043294443e+53 -6.7046679912882638e+53 1 1.9156194260823611e+53 1.9156194260823611e+53 -1.9156194260823611e+53 3145728 -5.7468582782470832e+53 -9.5780971304118054e+52 -1.9156194260823611e+53 8 5.7468582782470832e+53 0 0 2 -1 7 0.25 2 3 7 I -0.5 6 I 1 1 R -0.5 0 R 1 0 | random_5_sequence R 4 1 1 1 1 6 0 9 3 -1 3 122766137535795845129109525948167773651098333609984 122766137535795845129109525948167773651098333609984 17538019647970835018444217992595396235871190515712 3/16384 -784637716923335095479473677900958302012794430558004314112 -490398573077084434674671048688098938757996519098752696320 -490398573077084434674671048688098938757996519098752696320 1024 2557627865329080106856448457253495284397881950208 2557627865329080106856448457253495284397881950208 0 7/524288 -1532495540865888858358347027150309183618739122183602176 0 3064991081731777716716694054300618367237478244367204352 16 -548063113999088594326381812268606132370974703616 -1096126227998177188652763624537212264741949407232 -913438523331814323877303020447676887284957839360 1/524288 95780971304118053647396689196894323976171195136475136 -766247770432944429179173513575154591809369561091801088 -670466799128826375531776824378260267833198365955325952 1 602601766597121353328235784627935975945826122668547313238016 602601766597121353328235784627935975945826122668547313238016 -602601766597121353328235784627935975945826122668547313238016 3145728 -4597486622597666575075041081450927550856217366550806528 -766247770432944429179173513575154591809369561091801088 -1532495540865888858358347027150309183618739122183602176 8 1149371655649416643768760270362731887714054341637701632 0 0 2 -1 7 1/4 2 3 7
random_6_sequence P 7 14 4 4 -1.0587911840678754e-22 -1.3234889800848443e-22 -5.2939559203393771e-23 0.001953125 5.2939559203393771e-23 -1.5881867761018131e-22 1.852884572118782e-22 65536 1.852884572118782e-22 0 -1.5881867761018131e-22 0.001953125 1.852884572118782e-22 1.852884572118782e-22 -1.0587911840678754e-22 0.09375 2.6469779601696886e-23 -2.6469779601696886e-23 -5.2939559203393771e-23 0.001953125 -1.852884572118782e-22 1.852884572118782e-22 0 0.0003662109375 0 5.2939559203393771e-23 -7.9409338805090657e-23 256 -1.5881867761018131e-22 -1.852884572118782e-22 2.6469779601696886e-23 2 1.3234889800848443e-22 1.852884572118782e-22 1.852884572118782e-22 0.000213623046875 1.0587911840678754e-22 -1.0587911840678754e-22 1.0587911840678754e-22 5242880 1.5881867761018131e-22 2.1175823681357508e-22 1.3234889800848443e-22 4194304 -1.0587911840678754e-22 1.852884572118782e-22 7.9409338805090657e-23 2.288818359375e-05 1.5881867761018131e-22 1.3234889800848443e-22 0 3072 7.9409338805090657e-23 1.3234889800848443e-22 1.0587911840678754e-22 6291456 -1 6 0.25 7 2 1 3 6 I -0.5 7 I 1 1 R -0.5 0 R 1 0 | random_6_sequence R 4 1 1 1 1 7 1 14 4 -1 3 -1/4835703278458516698824704 -5/19342813113834066795298816 -1/9671406556917033397649408 1/512 1/288230376151711744 -3/288230376151711744 7/576460752303423488 65536 7/19342813113834066795298816 0 -3/9671406556917033397649408 1/512 21/1208925819614629174706176 21/1208925819614629174706176 -3/302231454903657293676544 3/32 1/19342813113834066795298816 -1/19342813113834066795298816 -1/9671406556917033397649408 1/512 -21/309485009821345068724781056 21/309485009821345068724781056 0 3/8192 0 1/73786976294838206464 -3/147573952589676412928 256 -3/9444732965739290427392 -7/18889465931478580854784 1/18889465931478580854784 2 35/1237940039285380274899124224 49/1237940039285380274899124224 49/1237940039285380274899124224 7/32768 5/9007199254740992 -5/9007199254740992 5/9007199254740992 5242880 3/4503599627370496 1/1125899906842624 5/9007199254740992 4194304 -3/1237940039285380274899124224 21/4951760157141521099596496896 9/4951760157141521099596496896 3/131072 9/18446744073709551616 15/36893488147419103232 0 3072 9/18014398509481984 15/18014398509481984 3/4503599627370496 6291456 -1 6 1/4 7 2 1 3 6
