# input | exact output: label R count [degree first last (wx wy wz w)*]
d1_r1_s1_w1_op5 B 1 2 2 0.125 0.875 5 4 -3 -5 -6 0.5 -2 -4 1 1 0 2 1 2 | d1_r1_s1_w1_op5 R 2 4 5/16 29/64 -59/32 -113/32 -1/4 27/32 -935/512 -1781/512 -25/64 423/512 -463/256 -877/256 -17/32 207/256 -917/512 -1727/512 -43/64 405/512 -227/128 -425/128 -13/16 99/128 4 29/64 11/16 -227/128 -425/128 -13/16 99/128 -893/512 -1655/512 -67/64 381/512 -439/256 -805/256 -41/32 183/256 -863/512 -1565/512 -97/64 351/512 -53/32 -95/32 -7/4 21/32
d1_r1_s3_w0_op0 S 1 4 4 0 3 0 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 2 1 1 2 1 3 2 | d1_r1_s3_w0_op0 R 3 1 0 1 -3/2 -5/2 -3 1/2 -2 -4 1 1 1 1 2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 1 2 3 -3/2 -3/2 -15/2 3/2 0 2 1 1/2
d1_r1_s3_w0_op1 S 1 4 4 0 3 1 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 2 1 1 2 1 3 2 | d1_r1_s3_w0_op1 R 3 1 1/4 3/4 -13/8 -23/8 -2 5/8 -15/8 -29/8 0 7/8 1 5/4 7/4 -15/8 -27/8 -9/8 9/8 -13/8 -17/8 -43/8 11/8 1 9/4 11/4 -9/8 -5/8 -43/8 5/4 -3/8 9/8 -9/8 3/4
d1_r1_s3_w0_op2 S 1 4 4 0 3 2 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 2 1 1 2 1 3 2 | d1_r1_s3_w0_op2 R 6 1 0 3/8 -3/2 -5/2 -3 1/2 -27/16 -49/16 -3/2 11/16 1 3/8 1 -27/16 -49/16 -3/2 11/16 -2 -4 1 1 1 1 11/8 -2 -4 1 1 -29/16 -49/16 -35/16 19/16 1 11/8 2 -29/16 -49/16 -35/16 19/16 -3/2 -3/2 -15/2 3/2 1 2 19/8 -3/2 -3/2 -15/2 3/2 -15/16 -3/16 -69/16 9/8 1 19/8 3 -15/16 -3/16 -69/16 9/8 0 2 1 1/2
d1_r1_s3_w0_op3 S 1 4 4 0 3 3 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 2 1 1 2 1 3 2 | d1_r1_s3_w0_op3 R 3 1 0 1 -2 -4 1 1 -3/2 -5/2 -3 1/2 1 1 2 -3/2 -3/2 -15/2 3/2 -2 -4 1 1 1 2 3 0 2 1 1/2 -3/2 -3/2 -15/2 3/2
d1_r1_s3_w0_op4 S 1 4 4 0 3 4 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 2 1 1 2 1 3 2 | d1_r1_s3_w0_op4 R 3 4 0 1 -3/2 -5/2 -3 1/2 -13/8 -23/8 -2 5/8 -7/4 -13/4 -1 3/4 -15/8 -29/8 0 7/8 -2 -4 1 1 4 1 2 -2 -4 1 1 -15/8 -27/8 -9/8 9/8 -7/4 -11/4 -13/4 5/4 -13/8 -17/8 -43/8 11/8 -3/2 -3/2 -15/2 3/2 4 2 3 -3/2 -3/2 -15/2 3/2 -9/8 -5/8 -43/8 5/4 -3/4 1/4 -13/4 1 -3/8 9/8 -9/8 3/4 0 2 1 1/2
d1_r1_s3_w0_op5 S 1 4 4 0 3 5 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 2 1 1 2 1 3 2 | d1_r1_s3_w0_op5 R 6 4 1/4 7/16 -15/8 -29/8 0 7/8 -237/128 -455/128 -3/16 109/128 -117/64 -223/64 -3/8 53/64 -231/128 -437/128 -9/16 103/128 -57/32 -107/32 -3/4 25/32 4 7/16 3/4 -57/32 -107/32 -3/4 25/32 -223/128 -413/128 -17/16 95/128 -109/64 -199/64 -11/8 45/64 -213/128 -383/128 -27/16 85/128 -13/8 -23/8 -2 5/8 4 5/4 23/16 -13/8 -17/8 -43/8 11/8 -211/128 -287/128 -637/128 173/128 -107/64 -151/64 -293/64 85/64 -217/128 -317/128 -535/128 167/128 -55/32 -83/32 -121/32 41/32 4 23/16 7/4 -55/32 -83/32 -121/32 41/32 -225/128 -357/128 -399/128 159/128 -115/64 -191/64 -157/64 77/64 -235/128 -407/128 -229/128 149/128 -15/8 -27/8 -9/8 9/8 4 9/4 39/16 -3/8 9/8 -9/8 3/4 -57/128 123/128 -195/128 51/64 -33/64 51/64 -123/64 27/32 -75/128 81/128 -297/128 57/64 -21/32 15/32 -87/32 15/16 4 39/16 11/4 -21/32 15/32 -87/32 15/16 -99/128 25/128 -433/128 65/64 -57/64 -5/64 -259/64 35/32 -129/128 -45/128 -603/128 75/64 -9/8 -5/8 -43/8 5/4
d1_r1_s3_w1_op0 S 1 4 4 0.375 2.625 0 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 2 1 1 2 1 3 2 | d1_r1_s3_w1_op0 R 3 1 3/8 1 -27/16 -49/16 -3/2 11/16 -2 -4 1 1 1 1 2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 1 2 21/8 -3/2 -3/2 -15/2 3/2 -9/16 11/16 -35/16 7/8
d1_r1_s3_w1_op1 S 1 4 4 0.375 2.625 1 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 2 1 1 2 1 3 2 | d1_r1_s3_w1_op1 R 3 1 17/32 27/32 -113/64 -211/64 -7/8 49/64 -123/64 -241/64 3/8 59/64 1 5/4 7/4 -15/8 -27/8 -9/8 9/8 -13/8 -17/8 -43/8 11/8 1 69/32 79/32 -81/64 -61/64 -395/64 43/32 -51/64 9/64 -225/64 33/32
d1_r1_s3_w1_op2 S 1 4 4 0.375 2.625 2 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 2 1 1 2 1 3 2 | d1_r1_s3_w1_op2 R 6 1 3/8 39/64 -27/16 -49/16 -3/2 11/16 -231/128 -437/128 -9/16 103/128 1 39/64 1 -231/128 -437/128 -9/16 103/128 -2 -4 1 1 1 1 11/8 -2 -4 1 1 -29/16 -49/16 -35/16 19/16 1 11/8 2 -29/16 -49/16 -35/16 19/16 -3/2 -3/2 -15/2 3/2 1 2 143/64 -3/2 -3/2 -15/2 3/2 -147/128 -87/128 -705/128 81/64 1 143/64 21/8 -147/128 -87/128 -705/128 81/64 -9/16 11/16 -35/16 7/8
d1_r1_s3_w1_op3 S 1 4 4 0.375 2.625 3 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 2 1 1 2 1 3 2 | d1_r1_s3_w1_op3 R 3 1 3/8 1 -2 -4 1 1 -27/16 -49/16 -3/2 11/16 1 1 2 -3/2 -3/2 -15/2 3/2 -2 -4 1 1 1 2 21/8 -9/16 11/16 -35/16 7/8 -3/2 -3/2 -15/2 3/2
d1_r1_s3_w1_op4 S 1 4 4 0.375 2.625 4 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 2 1 1 2 1 3 2 | d1_r1_s3_w1_op4 R 3 4 3/8 1 -27/16 -49/16 -3/2 11/16 -113/64 -211/64 -7/8 49/64 -59/32 -113/32 -1/4 27/32 -123/64 -241/64 3/8 59/64 -2 -4 1 1 4 1 2 -2 -4 1 1 -15/8 -27/8 -9/8 9/8 -7/4 -11/4 -13/4 5/4 -13/8 -17/8 -43/8 11/8 -3/2 -3/2 -15/2 3/2 4 2 21/8 -3/2 -3/2 -15/2 3/2 -81/64 -61/64 -395/64 43/32 -33/32 -13/32 -155/32 19/16 -51/64 9/64 -225/64 33/32 -9/16 11/16 -35/16 7/8
d1_r1_s3_w1_op5 S 1 4 4 0.375 2.625 5 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 2 1 1 2 1 3 2 | d1_r1_s3_w1_op5 R 6 4 17/32 83/128 -123/64 -241/64 3/8 59/64 -1953/1024 -3811/1024 33/128 929/1024 -969/512 -1883/512 9/64 457/512 -1923/1024 -3721/1024 3/128 899/1024 -477/256 -919/256 -3/32 221/256 4 83/128 27/32 -477/256 -919/256 -3/32 221/256 -1883/1024 -3601/1024 -37/128 859/1024 -929/512 -1763/512 -31/64 417/512 -1833/1024 -3451/1024 -87/128 809/1024 -113/64 -211/64 -7/8 49/64 4 5/4 23/16 -13/8 -17/8 -43/8 11/8 -211/128 -287/128 -637/128 173/128 -107/64 -151/64 -293/64 85/64 -217/128 -317/128 -535/128 167/128 -55/32 -83/32 -121/32 41/32 4 23/16 7/4 -55/32 -83/32 -121/32 41/32 -225/128 -357/128 -399/128 159/128 -115/64 -191/64 -157/64 77/64 -235/128 -407/128 -229/128 149/128 -15/8 -27/8 -9/8 9/8 4 69/32 291/128 -51/64 9/64 -225/64 33/32 -861/1024 39/1024 -3855/1024 543/512 -453/512 -33/512 -2055/512 279/256 -951/1024 -171/1024 -4365/1024 573/512 -249/256 -69/256 -1155/256 147/128 4 291/128 79/32 -249/256 -69/256 -1155/256 147/128 -1071/1024 -451/1024 -5045/1024 613/512 -573/512 -313/512 -2735/512 319/256 -1221/1024 -801/1024 -5895/1024 663/512 -81/64 -61/64 -395/64 43/32
d2_r0_s1_w0_op0 B 2 3 2 0 1 0 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 3 1 3 | d2_r0_s1_w0_op0 R 1 2 0 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1
d2_r0_s1_w0_op1 B 2 3 2 0 1 1 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 3 1 3 | d2_r0_s1_w0_op1 R 1 2 1/4 3/4 -5/2 -35/8 -53/16 1 -2 -29/8 -23/16 1 -3/2 -19/8 -45/16 1
d2_r0_s1_w0_op2 B 2 3 2 0 1 2 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 3 1 3 | d2_r0_s1_w0_op2 R 2 2 0 3/8 -3 -5 -6 1 -21/8 -37/8 -27/8 1 -9/4 -127/32 -165/64 1 2 3/8 1 -9/4 -127/32 -165/64 1 -13/8 -23/8 -5/4 1 -1 -1 -5 1
d2_r0_s1_w0_op3 B 2 3 2 0 1 3 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 3 1 3 | d2_r0_s1_w0_op3 R 1 2 0 1 -1 -1 -5 1 -2 -4 1 1 -3 -5 -6 1
d2_r0_s1_w0_op4 B 2 3 2 0 1 4 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 3 1 3 | d2_r0_s1_w0_op4 R 1 5 0 1 -3 -5 -6 1 -13/5 -23/5 -16/5 1 -11/5 -4 -17/10 1 -9/5 -16/5 -3/2 1 -7/5 -11/5 -13/5 1 -1 -1 -5 1
d2_r0_s1_w0_op5 B 2 3 2 0 1 5 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 3 1 3 | d2_r0_s1_w0_op5 R 2 5 1/4 7/16 -3/2 -19/8 -45/16 1 -63/40 -41/16 -417/160 1 -33/20 -3511/1280 -6261/2560 1 -69/40 -3733/1280 -5967/2560 1 -9/5 -1973/640 -579/256 1 -15/8 -415/128 -573/256 1 5 7/16 3/4 -15/8 -415/128 -573/256 1 -2 -449/128 -563/256 1 -17/8 -961/256 -1171/512 1 -9/4 -1019/256 -1281/512 1 -19/8 -67/16 -91/32 1 -5/2 -35/8 -53/16 1
d2_r0_s1_w1_op0 B 2 3 2 0.125 0.875 0 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 3 1 3 | d2_r0_s1_w1_op0 R 1 2 1/8 7/8 -11/4 -151/32 -285/64 1 -2 -121/32 -27/64 1 -5/4 -55/32 -237/64 1
d2_r0_s1_w1_op1 B 2 3 2 0.125 0.875 1 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 3 1 3 | d2_r0_s1_w1_op1 R 1 2 5/16 11/16 -19/8 -535/128 -741/256 1 -2 -457/128 -459/256 1 -13/8 -343/128 -645/256 1
d2_r0_s1_w1_op2 B 2 3 2 0.125 0.875 2 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 3 1 3 | d2_r0_s1_w1_op2 R 2 2 1/8 13/32 -11/4 -151/32 -285/64 1 -79/32 -559/128 -753/256 1 -35/16 -1975/512 -2517/1024 1 2 13/32 7/8 -35/16 -1975/512 -2517/1024 1 -55/32 -385/128 -423/256 1 -5/4 -55/32 -237/64 1
d2_r0_s1_w1_op3 B 2 3 2 0.125 0.875 3 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 3 1 3 | d2_r0_s1_w1_op3 R 1 2 1/8 7/8 -5/4 -55/32 -237/64 1 -2 -121/32 -27/64 1 -11/4 -151/32 -285/64 1
d2_r0_s1_w1_op4 B 2 3 2 0.125 0.875 4 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 3 1 3 | d2_r0_s1_w1_op4 R 1 5 1/8 7/8 -11/4 -151/32 -285/64 1 -49/20 -139/32 -909/320 1 -43/20 -617/160 -627/320 1 -37/20 -521/160 -579/320 1 -31/20 -407/160 -153/64 1 -5/4 -55/32 -237/64 1
d2_r0_s1_w1_op5 B 2 3 2 0.125 0.875 5 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 3 1 3 | d2_r0_s1_w1_op5 R 2 5 5/16 29/64 -13/8 -343/128 -645/256 1 -269/160 -3601/1280 -6171/2560 1 -139/80 -60271/20480 -19065/8192 1 -287/160 -12569/4096 -92967/40960 1 -37/20 -32669/10240 -45831/20480 1 -61/32 -6775/2048 -9141/4096 1 5 29/64 11/16 -61/32 -6775/2048 -9141/4096 1 -2 -7177/2048 -9099/4096 1 -67/32 -15113/4096 -18699/8192 1 -35/16 -15827/4096 -19785/8192 1 -73/32 -1031/256 -1341/512 1 -19/8 -535/128 -741/256 1
d2_r0_s3_w0_op0 S 2 6 4 0 3 0 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 3 1 2 2 1 3 3 | d2_r0_s3_w0_op0 R 3 2 0 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 2 1 2 -1 -1 -5 1 0 4 2 1 1/2 2 -1 1 2 2 3 1/2 2 -1 1 1 0 -4 1 2 -2 3 1
d2_r0_s3_w0_op1 S 2 6 4 0 3 1 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 3 1 2 2 1 3 3 | d2_r0_s3_w0_op1 R 3 2 1/4 3/4 -5/2 -35/8 -53/16 1 -2 -29/8 -23/16 1 -3/2 -19/8 -45/16 1 2 5/4 7/4 -17/32 17/16 -17/8 1 -3/32 43/16 1/8 1 7/32 41/16 -1/8 1 2 9/4 11/4 25/32 1 -15/8 1 35/32 0 -17/8 1 49/32 -1 1/8 1
d2_r0_s3_w0_op2 S 2 6 4 0 3 2 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 3 1 2 2 1 3 3 | d2_r0_s3_w0_op2 R 6 2 0 3/8 -3 -5 -6 1 -21/8 -37/8 -27/8 1 -9/4 -127/32 -165/64 1 2 3/8 1 -9/4 -127/32 -165/64 1 -13/8 -23/8 -5/4 1 -1 -1 -5 1 2 1 11/8 -1 -1 -5 1 -5/8 7/8 -19/8 1 -41/128 113/64 -37/32 1 2 11/8 2 -41/128 113/64 -37/32 1 3/16 13/4 7/8 1 1/2 2 -1 1 2 2 19/8 1/2 2 -1 1 11/16 5/4 -17/8 1 121/128 1/2 -59/32 1 2 19/8 3 121/128 1/2 -59/32 1 11/8 -3/4 -11/8 1 2 -2 3 1
d2_r0_s3_w0_op3 S 2 6 4 0 3 3 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 3 1 2 2 1 3 3 | d2_r0_s3_w0_op3 R 3 2 0 1 -1 -1 -5 1 -2 -4 1 1 -3 -5 -6 1 2 1 2 1/2 2 -1 1 0 4 2 1 -1 -1 -5 1 2 2 3 2 -2 3 1 1 0 -4 1 1/2 2 -1 1
d2_r0_s3_w0_op4 S 2 6 4 0 3 4 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 3 1 2 2 1 3 3 | d2_r0_s3_w0_op4 R 3 5 0 1 -3 -5 -6 1 -13/5 -23/5 -16/5 1 -11/5 -4 -17/10 1 -9/5 -16/5 -3/2 1 -7/5 -11/5 -13/5 1 -1 -1 -5 1 5 1 2 -1 -1 -5 1 -3/5 1 -11/5 1 -1/4 23/10 -2/5 1 1/20 29/10 2/5 1 3/10 14/5 1/5 1 1/2 2 -1 1 5 2 3 1/2 2 -1 1 7/10 6/5 -11/5 1 19/20 2/5 -12/5 1 5/4 -2/5 -8/5 1 8/5 -6/5 1/5 1 2 -2 3 1
d2_r0_s3_w0_op5 S 2 6 4 0 3 5 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 3 1 2 2 1 3 3 | d2_r0_s3_w0_op5 R 6 5 1/4 7/16 -3/2 -19/8 -45/16 1 -63/40 -41/16 -417/160 1 -33/20 -3511/1280 -6261/2560 1 -69/40 -3733/1280 -5967/2560 1 -9/5 -1973/640 -579/256 1 -15/8 -415/128 -573/256 1 5 7/16 3/4 -15/8 -415/128 -573/256 1 -2 -449/128 -563/256 1 -17/8 -961/256 -1171/512 1 -9/4 -1019/256 -1281/512 1 -19/8 -67/16 -91/32 1 -5/2 -35/8 -53/16 1 5 5/4 23/16 7/32 41/16 -1/8 1 11/64 413/160 -7/80 1 631/5120 6593/2560 -109/1280 1 373/5120 1303/512 -151/1280 1 53/2560 3187/1280 -119/640 1 -17/512 617/256 -37/128 1 5 23/16 7/4 -17/512 617/256 -37/128 1 -63/512 583/256 -59/128 1 -223/1024 1063/512 -187/256 1 -325/1024 925/512 -281/256 1 -27/64 47/32 -25/16 1 -17/32 17/16 -17/8 1 5 9/4 39/16 49/32 -1 1/8 1 469/320 -17/20 -17/80 1 7177/5120 -7/10 -659/1280 1 6859/5120 -11/20 -1001/1280 1 655/512 -2/5 -649/640 1 625/512 -1/4 -155/128 1 5 39/16 11/4 625/512 -1/4 -155/128 1 575/512 0 -197/128 1 1055/1024 1/4 -453/256 1 965/1024 1/2 -487/256 1 55/64 3/4 -31/16 1 25/32 1 -15/8 1
d2_r0_s3_w1_op0 S 2 6 4 0.375 2.625 0 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 3 1 2 2 1 3 3 | d2_r0_s3_w1_op0 R 3 2 3/8 1 -9/4 -127/32 -165/64 1 -13/8 -23/8 -5/4 1 -1 -1 -5 1 2 1 2 -1 -1 -5 1 0 4 2 1 1/2 2 -1 1 2 2 21/8 1/2 2 -1 1 13/16 3/4 -23/8 1 169/128 -1/2 -27/32 1
d2_r0_s3_w1_op1 S 2 6 4 0.375 2.625 1 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 3 1 2 2 1 3 3 | d2_r0_s3_w1_op1 R 3 2 17/32 27/32 -31/16 -1727/512 -2285/1024 1 -13/8 -1397/512 -2255/1024 1 -21/16 -967/512 -3525/1024 1 2 5/4 7/4 -17/32 17/16 -17/8 1 -3/32 43/16 1/8 1 7/32 41/16 -1/8 1 2 69/32 79/32 1369/2048 11/8 -867/512 1 1739/2048 3/4 -1097/512 1 2209/2048 1/8 -827/512 1
d2_r0_s3_w1_op2 S 2 6 4 0.375 2.625 2 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 3 1 2 2 1 3 3 | d2_r0_s3_w1_op2 R 6 2 3/8 39/64 -9/4 -127/32 -165/64 1 -129/64 -911/256 -1065/512 1 -57/32 -6223/2048 -9405/4096 1 2 39/64 1 -57/32 -6223/2048 -9405/4096 1 -89/64 -139/64 -85/32 1 -1 -1 -5 1 2 1 11/8 -1 -1 -5 1 -5/8 7/8 -19/8 1 -41/128 113/64 -37/32 1 2 11/8 2 -41/128 113/64 -37/32 1 3/16 13/4 7/8 1 1/2 2 -1 1 2 2 143/64 1/2 2 -1 1 79/128 49/32 -109/64 1 6241/8192 17/16 -3803/2048 1 2 143/64 21/8 6241/8192 17/16 -3803/2048 1 1027/1024 9/32 -541/256 1 169/128 -1/2 -27/32 1
d2_r0_s3_w1_op3 S 2 6 4 0.375 2.625 3 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 3 1 2 2 1 3 3 | d2_r0_s3_w1_op3 R 3 2 3/8 1 -1 -1 -5 1 -13/8 -23/8 -5/4 1 -9/4 -127/32 -165/64 1 2 1 2 1/2 2 -1 1 0 4 2 1 -1 -1 -5 1 2 2 21/8 169/128 -1/2 -27/32 1 13/16 3/4 -23/8 1 1/2 2 -1 1
d2_r0_s3_w1_op4 S 2 6 4 0.375 2.625 4 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 3 1 2 2 1 3 3 | d2_r0_s3_w1_op4 R 3 5 3/8 1 -9/4 -127/32 -165/64 1 -2 -113/32 -131/64 1 -7/4 -193/64 -259/128 1 -3/2 -155/64 -321/128 1 -5/4 -7/4 -7/2 1 -1 -1 -5 1 5 1 2 -1 -1 -5 1 -3/5 1 -11/5 1 -1/4 23/10 -2/5 1 1/20 29/10 2/5 1 3/10 14/5 1/5 1 1/2 2 -1 1 5 2 21/8 1/2 2 -1 1 5/8 3/2 -7/4 1 197/256 1 -135/64 1 239/256 1/2 -133/64 1 143/128 0 -53/32 1 169/128 -1/2 -27/32 1
d2_r0_s3_w1_op5 S 2 6 4 0.375 2.625 5 5 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 3 1 2 2 1 3 3 | d2_r0_s3_w1_op5 R 6 5 17/32 83/128 -21/16 -967/512 -3525/1024 1 -87/64 -2063/1024 -6669/2048 1 -45/32 -35027/16384 -101193/32768 1 -93/64 -37001/16384 -96267/32768 1 -3/2 -19465/8192 -45963/16384 1 -99/64 -20407/8192 -44085/16384 1 5 83/128 27/32 -99/64 -20407/8192 -44085/16384 1 -13/8 -21977/8192 -40955/16384 1 -109/64 -46969/16384 -77275/32768 1 -57/32 -49859/16384 -74265/32768 1 -119/64 -3289/1024 -4555/2048 1 -31/16 -1727/512 -2285/1024 1 5 5/4 23/16 7/32 41/16 -1/8 1 11/64 413/160 -7/80 1 631/5120 6593/2560 -109/1280 1 373/5120 1303/512 -151/1280 1 53/2560 3187/1280 -119/640 1 -17/512 617/256 -37/128 1 5 23/16 7/4 -17/512 617/256 -37/128 1 -63/512 583/256 -59/128 1 -223/1024 1063/512 -187/256 1 -325/1024 925/512 -281/256 1 -27/64 47/32 -25/16 1 -17/32 17/16 -17/8 1 5 69/32 291/128 2209/2048 1/8 -827/512 1 4277/4096 7/32 -1735/1024 1 66221/65536 5/16 -28831/16384 1 64055/65536 13/32 -29677/16384 1 30967/32768 1/2 -15149/8192 1 29929/32768 19/32 -15347/8192 1 5 291/128 79/32 29929/32768 19/32 -15347/8192 1 28199/32768 3/4 -15677/8192 1 53063/65536 29/32 -31389/16384 1 49853/65536 17/16 -30799/16384 1 2923/4096 39/32 -1849/1024 1 1369/2048 11/8 -867/512 1
d2_r1_s1_w0_op0 B 2 3 2 0 1 0 5 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 3 1 3 | d2_r1_s1_w0_op0 R 1 2 0 1 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2
d2_r1_s1_w0_op1 B 2 3 2 0 1 1 5 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 3 1 3 | d2_r1_s1_w0_op1 R 1 2 1/4 3/4 -27/16 -3 -57/32 3/4 -29/16 -13/4 -43/32 1 -27/16 -5/2 -129/32 5/4
d2_r1_s1_w0_op2 B 2 3 2 0 1 2 5 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 3 1 3 | d2_r1_s1_w0_op2 R 2 2 0 3/8 -3/2 -5/2 -3 1/2 -27/16 -49/16 -3/2 11/16 -111/64 -49/16 -225/128 7/8 2 3/8 1 -111/64 -49/16 -225/128 7/8 -29/16 -49/16 -35/16 19/16 -3/2 -3/2 -15/2 3/2
d2_r1_s1_w0_op3 B 2 3 2 0 1 3 5 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 3 1 3 | d2_r1_s1_w0_op3 R 1 2 0 1 -3/2 -3/2 -15/2 3/2 -2 -4 1 1 -3/2 -5/2 -3 1/2
d2_r1_s1_w0_op4 B 2 3 2 0 1 4 5 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 3 1 3 | d2_r1_s1_w0_op4 R 1 5 0 1 -3/2 -5/2 -3 1/2 -17/10 -31/10 -7/5 7/10 -9/5 -33/10 -21/20 9/10 -9/5 -31/10 -39/20 11/10 -17/10 -5/2 -41/10 13/10 -3/2 -3/2 -15/2 3/2
d2_r1_s1_w0_op5 B 2 3 2 0 1 5 5 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 3 1 3 | d2_r1_s1_w0_op5 R 2 5 1/4 7/16 -27/16 -5/2 -129/32 5/4 -273/160 -209/80 -1161/320 97/80 -4407/2560 -347/128 -16737/5120 47/40 -4437/2560 -1789/640 -15123/5120 91/80 -2229/1280 -917/320 -6867/2560 11/10 -447/256 -187/64 -1257/512 17/16 5 7/16 3/4 -447/256 -187/64 -1257/512 17/16 -449/256 -193/64 -1063/512 1 -897/512 -393/128 -1863/1024 15/16 -891/512 -395/128 -1725/1024 7/8 -55/32 -49/16 -107/64 13/16 -27/16 -3 -57/32 3/4
d2_r1_s1_w1_op0 B 2 3 2 0.125 0.875 0 5 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 3 1 3 | d2_r1_s1_w1_op0 R 1 2 1/8 7/8 -103/64 -45/16 -281/128 5/8 -121/64 -57/16 -47/128 1 -103/64 -33/16 -713/128 11/8
d2_r1_s1_w1_op1 B 2 3 2 0.125 0.875 1 5 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 3 1 3 | d2_r1_s1_w1_op1 R 1 2 5/16 11/16 -439/256 -195/64 -881/512 13/16 -457/256 -201/64 -863/512 1 -439/256 -171/64 -1745/512 19/16
d2_r1_s1_w1_op2 B 2 3 2 0.125 0.875 2 5 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 3 1 3 | d2_r1_s1_w1_op2 R 2 2 1/8 13/32 -103/64 -45/16 -281/128 5/8 -439/256 -99/32 -773/512 49/64 -1783/1024 -783/256 -3713/2048 29/32 2 13/32 7/8 -1783/1024 -783/256 -3713/2048 29/32 -457/256 -3 -1187/512 73/64 -103/64 -33/16 -713/128 11/8
